student_id,student_name,age,gender,country,state,education_level,employment_status,industry,years_of_experience,course_name,course_category,course_fee,engagement_score,progress_percent,enrollment_date,last_active_date,assignment_submission_rate,attendance_rate,satisfaction_rating,dropout_probability,dropout_status
610000,"Eesha Kaur",32,unknown,India,Karnataka,unknown,Unemployed,,0,"Entrepreneurship Essentials",Business,1600,0.7,0,2021-03-02,2025-03-25,0.2,0.93,4,0.29,"Not Likely"
610927,"Dr. Lina Hertrampf B.Eng.",32,unknown,Germany,Berlin,Undergraduate,unknown,Marketing,5.7,"Negotiation & Influence",Business,1500,0.62,0,2025-03-25,0000-00-00,0.42,0.54,0,0.44,"May Leave"
613721,,32,Other,Germany,Berlin,Diploma,Unemployed,Marketing,0,"Machine Learning Pro","AI & Data Science",2200,0.14,0,2021-03-02,2025-03-14,0.39,0.55,2,0.63,"May Leave"
614703,"Traudl Beer-Wähner",32,Other,Germany,Berlin,Postgraduate,Unemployed,Marketing,1.1,"Logistics & Supply Chain",Operations,1600,0.96,48,2025-02-05,2025-02-06,0.82,0.43,0,0.34,"Not Likely"
614951,"Mr James Fox",32,unknown,UK,Wales,unknown,Unemployed,Education,0,"Talent Acquisition & Hiring",HR,1400,0.38,55,2023-10-28,2025-04-16,0.65,0.5,2,0.53,"May Leave"
615836,"Peter Dawson",20,Other,UK,"Northern Ireland",Postgraduate,Unemployed,Education,0,"Performance Management",HR,1300,0.67,0,2020-05-02,2025-01-15,0.39,0.93,3,0.3,"Not Likely"
616453,"Miss Linda Davey",32,Other,UK,Scotland,Undergraduate,Freelancer,Marketing,1.8,"Growth Hacking",Marketing,1650,0.84,0,2024-10-15,2025-04-27,0.11,0.78,3,0.28,"Not Likely"
617131,"Ria Keer",39,Male,India,Delhi,Undergraduate,Freelancer,Finance,4.7,"Operations Strategy",Operations,1550,2.21,47,2023-10-19,2025-04-19,0.06,0.97,2,0.37,"Not Likely"
617446,"Faris Sampath",43,Female,India,"Tamil Nadu",Diploma,Employed,Marketing,0,"Personal Finance Mastery",Finance,1700,0.8,0,2025-01-26,2025-01-19,0.03,0.8,4,0.29,"Not Likely"
618887,"Jamie Cox",32,Other,Canada,Ontario,Undergraduate,Employed,,0,"Investment Banking 101",Finance,2150,0.23,0,2024-11-10,2025-01-27,0.66,0.96,1,0.47,"May Leave"
618951,"Ekapad Nayak",27,Other,India,"Tamil Nadu",Diploma,Student,Marketing,3.2,"LLMs and Generative AI","AI & Data Science",2750,0.16,0,2024-12-29,2025-02-04,0.89,0.59,1,0.61,"May Leave"
619221,"Colin Bradley",32,Male,UK,Scotland,unknown,Unemployed,Education,0,"LLMs and Generative AI","AI & Data Science",2750,0.36,48,2024-11-10,2025-03-25,0.42,0.46,5,0.57,"May Leave"
620509,"Angela Ortiz",32,Male,USA,Illinois,Undergraduate,unknown,Education,0,"Digital Marketing Bootcamp",Marketing,1700,0.23,0,2022-08-12,2025-01-12,1,0.67,5,0.56,"May Leave"
621437,"Vaishnavi Prashad",32,Female,India,"West Bengal",Postgraduate,unknown,Others,4.9,"Personal Finance Mastery",Finance,1850,0.88,56,2024-10-04,2025-03-12,0.85,0.42,5,0.35,"Not Likely"
622010,"Joyce Graham",41,Female,UK,Scotland,unknown,Freelancer,Education,0,"Data Science Bootcamp","AI & Data Science",2500,0.08,34,2022-10-21,2025-04-27,0.23,0.98,3,0.57,"May Leave"
623082,"Kevin Brock",42,Other,USA,California,Graduate,Employed,Finance,6.5,"Organizational Behavior",HR,1150,0.67,99,2023-07-04,2025-01-01,0.04,0.88,3,0.17,"Not Likely"
624130,"Ojas Jhaveri",32,Male,India,Delhi,Graduate,Unemployed,IT,0,"Prompt Engineering for LLMs","AI & Data Science",2650,0.64,93,2022-06-11,2025-03-11,0.21,0.83,5,0.22,"Not Likely"
625156,"Vivaan Mani",32,unknown,India,Karnataka,Diploma,Freelancer,Others,0,"Digital Marketing Bootcamp",Marketing,1800,0.97,15,2020-07-30,2025-02-08,0.91,0.77,4,0.34,"Not Likely"
625737,"Anirudh Munshi",32,Other,India,Karnataka,unknown,Employed,Education,0,"Deep Learning Essentials","AI & Data Science",2400,0.84,0,2021-04-05,2025-05-02,0.63,0.81,4,0.27,"Not Likely"
626185,"Jacob Wood",32,unknown,UK,Scotland,Postgraduate,Student,IT,0,"Entrepreneurship Essentials",Business,1600,0.8,52,2024-11-06,0000-00-00,0.98,0.54,2,0.36,"Not Likely"
628874,"Hema Kale",32,Other,India,Karnataka,Graduate,Student,Finance,0,"SEO & Content Strategy",Marketing,1500,0.74,0,2023-02-28,2025-03-01,0.33,0.99,0,0.26,"Not Likely"
630197,"Henry Nanda",32,Male,India,Maharashtra,Graduate,Freelancer,Others,0,"Logistics & Supply Chain",Operations,1600,0.7,76,2021-10-20,2025-04-28,0.65,0.99,5,0.2,"Not Likely"
630544,"Nitesh Joshi",32,Male,India,"West Bengal",unknown,Unemployed,Marketing,0,"Fintech Fundamentals",Finance,1950,0.75,0,2021-03-22,0000-00-00,0.39,0.51,0,0.4,"Not Likely"
632718,"Ralph Deleon",31,Other,USA,Florida,Graduate,Unemployed,Marketing,0,"Machine Learning Pro","AI & Data Science",2350,0.61,30,2020-04-04,2025-01-17,0.59,0.46,0,0.53,"May Leave"
633396,"Xiti Gola",25,Other,India,Karnataka,Graduate,Employed,Education,0,"Computer Vision Crash Course","AI & Data Science",2150,0.9,86,2020-10-09,2025-03-23,0.27,0.67,4,0.18,"Not Likely"
634093,"Bruce Walker-Pope",34,Female,UK,Wales,Undergraduate,unknown,IT,0,"AI Product Management","AI & Data Science",2500,0.6,0,2024-12-31,2025-02-01,0.6,0.92,5,0.33,"Not Likely"
634782,"Damini Chander",32,Other,India,"Tamil Nadu",Undergraduate,Freelancer,Finance,4.9,"Personal Finance Mastery",Finance,1700,0.57,5,2022-06-30,2025-01-21,0.48,0.6,4,0.58,"May Leave"
635589,"Avi Suresh",33,unknown,India,Delhi,Diploma,Student,,0,"Marketing Analytics",Marketing,1650,0.19,0,2025-01-25,2025-01-08,0.02,0.46,5,0.64,"May Leave"
635965,"Naomi Davies",28,Other,UK,Scotland,Diploma,Student,Marketing,0,"LLMs and Generative AI","AI & Data Science",2700,0.38,19,2025-03-02,2025-04-20,0.55,0.6,0,0.61,"May Leave"
637536,"Alexander Purohit",32,unknown,India,Maharashtra,Graduate,Employed,,4.5,"Talent Acquisition & Hiring",HR,1400,0.41,52,2022-10-27,2025-03-23,0.5,0.66,5,0.48,"May Leave"
639159,"Christina Williams",27,unknown,Australia,Queensland,Graduate,Unemployed,Finance,0,"Computer Vision Crash Course","AI & Data Science",2300,0.6,0,2023-04-27,2025-01-14,0.64,0.77,2,0.38,"Not Likely"
640210,"Charles Rana",32,Male,India,Delhi,unknown,Unemployed,Education,0,"Machine Learning Pro","AI & Data Science",2300,0.27,0,2020-11-05,2025-01-15,0.5,0.85,5,0.49,"May Leave"
640786,"Rebecca Austin",32,Male,USA,Illinois,Diploma,unknown,IT,8.2,"Project Management Pro",Operations,1700,0.17,0,2020-08-23,2025-04-29,0.59,0.55,1,0.62,"May Leave"
643344,"Watika Uppal",32,unknown,India,"West Bengal",Graduate,Unemployed,Education,0.3,"Personal Finance Mastery",Finance,1800,0.13,48,2025-01-31,2025-01-26,0.16,0.93,4,0.52,"May Leave"
644043,"Nicole Kelley",32,Female,Canada,Ontario,unknown,Employed,Others,0,"Business Communication",Business,1300,2.21,34,2024-06-07,2025-04-30,0.92,0.64,1,0.51,"May Leave"
645563,"Harinakshi Batta",32,unknown,India,Delhi,Postgraduate,Employed,Education,0,"Business Communication",Business,1350,0.9,0,2021-06-09,2025-01-17,0.25,0.59,2,0.31,"Not Likely"
647123,"Logan Sengupta",32,Male,India,Delhi,Diploma,Freelancer,Education,0,"Quantitative Finance with Python",Finance,2100,0.86,19,2021-02-21,0000-00-00,0.48,0.54,2,0.44,"May Leave"
650000,"Geoffrey Lawrence",28,Female,UK,Wales,Graduate,Unemployed,,0,"Operations Strategy",Operations,1400,0.65,95,2020-11-23,2025-02-20,0.14,0.86,0,0.2,"Not Likely"
650757,"Kimberly Green",22,unknown,USA,Illinois,unknown,unknown,IT,0,"Financial Modeling",Finance,1900,0.12,90,2023-10-03,2025-02-21,0.03,0.84,1,0.43,"May Leave"
655065,"Darsh Sheth",32,unknown,India,Delhi,Postgraduate,Freelancer,Others,0,"Business Communication",Business,1300,0.84,82,2024-03-28,0000-00-00,0.48,0.51,3,0.27,"Not Likely"
655451,"Kamya Gulati",32,Other,India,"Tamil Nadu",Graduate,Student,Education,0,"HR Analytics",HR,1400,0.29,0,2020-08-24,0000-00-00,0.13,0.69,2,0.53,"May Leave"
656658,"Wahab Thaker",32,Male,India,Karnataka,Diploma,unknown,,0,"Deep Learning Essentials","AI & Data Science",2400,0.87,96,2022-06-22,2025-01-20,0.77,0.67,0,0.16,"Not Likely"
656849,"Glenn Wood",32,Male,UK,England,Graduate,Employed,Marketing,4.7,"Digital Marketing Bootcamp",Marketing,1700,0.95,0,2023-09-16,2025-03-26,0.23,0.44,0,0.34,"Not Likely"
656957,"Jay Williams",42,unknown,UK,Scotland,Postgraduate,Unemployed,Finance,0,"Talent Acquisition & Hiring",HR,1350,0.03,34,2022-08-09,2025-04-12,0.43,0.73,4,0.67,"May Leave"
656977,,32,Other,UK,Scotland,unknown,Freelancer,Finance,0,"Investment Banking 101",Finance,2000,0.04,98,2022-11-01,2025-04-12,0.28,0.9,2,0.42,"May Leave"
657279,"Howard Khan",24,Female,UK,England,Diploma,Employed,IT,0,"Performance Management",HR,1350,0.46,0,2022-04-15,2025-01-09,0.27,1,5,0.37,"Not Likely"
658386,"Max Randhawa",34,unknown,India,Maharashtra,Diploma,Freelancer,,8.7,"Lean Six Sigma",Operations,1650,0.04,0,2020-06-07,2025-04-18,0.46,0.97,2,0.54,"May Leave"
659437,"Yash Dugal",44,unknown,India,Maharashtra,Graduate,Student,Education,0,"Organizational Behavior",HR,1250,0.05,0,2025-03-17,2025-01-20,0.95,0.43,3,0.7,"May Leave"
661215,"John Fleming",32,Male,Canada,Ontario,Postgraduate,Freelancer,Education,2.4,"Computer Vision Crash Course","AI & Data Science",2150,0.56,14,2022-02-01,2025-02-27,0.75,0.5,4,0.58,"May Leave"
662105,"Rose Steckel-Adolph",32,unknown,Germany,Berlin,Diploma,unknown,IT,9.4,"Data Science Bootcamp","AI & Data Science",2500,0.3,98,2023-07-16,0000-00-00,0.59,0.44,4,0.45,"May Leave"
662179,"Patrick Chaudhuri",43,Other,India,Karnataka,Diploma,Unemployed,Finance,0,"Talent Acquisition & Hiring",HR,1250,0.42,0,2024-05-17,2025-04-03,0.99,0.4,4,0.56,"May Leave"
662270,"Karan Mallick",32,Female,India,"West Bengal",Postgraduate,Freelancer,Education,0.3,"Prompt Engineering for LLMs","AI & Data Science",2750,0.45,39,2024-10-02,2025-04-20,0.44,0.86,0,0.44,"May Leave"
664266,"Upasna Goyal",32,unknown,India,Maharashtra,unknown,Student,,0,"Project Management Pro",Operations,1700,0.38,0,2022-05-17,0000-00-00,0.71,0.87,1,0.44,"May Leave"
665173,"Linda Spencer",18,Female,Canada,Ontario,unknown,Employed,Finance,1.9,"Investment Banking 101",Finance,2100,0.94,30,2024-02-19,2025-04-10,0.54,0.95,5,0.25,"Not Likely"
665463,"Patricia Randolph",32,unknown,USA,"New York",Undergraduate,Student,Marketing,0.8,"SEO & Content Strategy",Marketing,1500,0.65,0,2023-06-02,2025-05-04,0.26,0.99,1,0.29,"Not Likely"
665761,"Xiti Sharaf",32,Female,India,"Tamil Nadu",unknown,Student,Finance,3.6,"Business Analytics with Excel",Business,1550,0.5,94,2023-10-31,2025-01-24,0.95,0.94,2,0.24,"Not Likely"
667398,"Brian Ward",32,unknown,Singapore,Singapore,Postgraduate,Freelancer,,0,"Fintech Fundamentals",Finance,1900,0.47,70,2024-11-20,2025-04-07,0.19,0.74,3,0.38,"Not Likely"
668770,"Gilbert Hughes",21,Female,Australia,Queensland,Graduate,Employed,,0,"Computer Vision Crash Course","AI & Data Science",2300,0.1,0,2022-12-12,2025-01-18,0.28,0.76,1,0.58,"May Leave"
670070,"Chaitaly Solanki",18,Male,India,Maharashtra,Undergraduate,unknown,,0,"Prompt Engineering for LLMs","AI & Data Science",2800,0.12,0,2023-03-18,2025-05-02,0.25,0.89,0,0.53,"May Leave"
670462,"Dr Robert Stewart",41,Other,UK,England,Graduate,unknown,Others,0,"Strategic Thinking",Business,1450,2.21,74,2024-07-06,2025-03-21,0.46,0.71,5,0.36,"Not Likely"
670662,"Manan Golla",32,unknown,India,"Tamil Nadu",Graduate,Unemployed,Finance,0,"Entrepreneurship Essentials",Business,1600,0.38,0,2021-02-08,2025-03-30,0.56,0.9,1,0.43,"May Leave"
672307,"Siya Ganesh",31,Female,India,"West Bengal",Postgraduate,Freelancer,Marketing,0,"Project Management Pro",Operations,1700,0.62,0,2021-08-13,2025-02-12,0.3,0.77,4,0.37,"Not Likely"
674246,"Jennifer Guerra",45,Female,Canada,"British Columbia",Diploma,unknown,Finance,0,"NLP in Action","AI & Data Science",2250,0.92,0,2021-06-15,2025-03-10,0.66,0.87,3,0.22,"Not Likely"
675243,"Frau Lilian Oestrovsky B.Sc.",34,Other,Germany,Bavaria,Graduate,Unemployed,Marketing,0,"Machine Learning Pro","AI & Data Science",2300,0.41,6,2022-10-11,0000-00-00,0.11,0.97,2,0.53,"May Leave"
675472,"Abeer Ganesh",32,Female,India,Maharashtra,Graduate,Unemployed,Education,0,"Digital Marketing Bootcamp",Marketing,1850,0.77,19,2024-06-10,2025-04-21,0.85,0.8,5,0.4,"Not Likely"
675734,"Julie Burke",28,unknown,Canada,Quebec,Diploma,Employed,,4,"Fintech Fundamentals",Finance,1950,0.83,0,2022-06-20,2025-03-21,0.21,0.57,0,0.35,"Not Likely"
676035,"Nicholas Edwards",24,Female,USA,Texas,Postgraduate,unknown,Others,0,"Lean Six Sigma",Operations,1600,0.38,15,2020-06-14,2025-01-21,0.88,0.46,5,0.67,"May Leave"
676329,"Gagan Pradhan",32,Female,India,Karnataka,Diploma,unknown,Marketing,0,"AI Product Management","AI & Data Science",2600,0.18,0,2024-07-02,2025-03-25,0.25,0.61,4,0.59,"May Leave"
678817,"William Lopez",36,Male,Australia,"New South Wales",unknown,Freelancer,Education,0,"Digital Marketing Bootcamp",Marketing,1700,0.33,73,2022-05-17,2025-04-16,0.81,0.57,0,0.48,"May Leave"
680000,"Ekalinga Muni",22,Male,India,Maharashtra,Postgraduate,Employed,Finance,0,"Financial Modeling",Finance,2000,0.52,0,2024-02-25,2025-03-09,0.51,0.84,3,0.39,"Not Likely"
680450,"Vasatika Chowdhury",32,unknown,India,Karnataka,Undergraduate,Student,Finance,9,"Fintech Fundamentals",Finance,1800,0.87,6,2020-01-30,2025-02-18,0.69,0.93,4,0.35,"Not Likely"
682209,"Charvi Swaminathan",20,unknown,India,Maharashtra,unknown,Freelancer,Marketing,0,"MLOps Mastery","AI & Data Science",2600,0.51,0,2022-02-09,0000-00-00,0.5,0.73,0,0.43,"May Leave"
682950,"Chanakya Khosla",38,Other,India,Karnataka,Undergraduate,unknown,Education,0,"Data Engineering with Python","AI & Data Science",2600,0.56,0,2022-12-19,2025-02-25,0.32,0.68,2,0.42,"May Leave"
683033,"Gaurika Madan",32,Other,India,"West Bengal",Postgraduate,Student,Marketing,0,"Negotiation & Influence",Business,1400,0.73,71,2021-09-01,2025-03-23,0.82,0.41,0,0.37,"Not Likely"
685029,"Aditya Das",29,Male,India,"West Bengal",Postgraduate,Freelancer,Finance,9.7,"NLP in Action","AI & Data Science",2400,0.81,0,2024-06-10,2025-04-06,0.26,0.98,2,0.23,"Not Likely"
686740,"Amber Johnson",37,Female,Australia,Victoria,Undergraduate,Student,Finance,0,"Talent Acquisition & Hiring",HR,1350,0.31,70,2021-03-12,2025-04-12,0.12,0.79,3,0.43,"May Leave"
687135,"Danielle Hart",32,unknown,UK,England,Graduate,Student,Finance,0,"Business Analytics with Excel",Business,1500,0.56,70,2022-02-18,2025-03-25,0.63,0.9,3,0.3,"Not Likely"
687862,"Sylvia Porter",32,Female,UK,Scotland,Diploma,unknown,Finance,0,"Data Science Bootcamp","AI & Data Science",2550,0.21,67,2023-11-27,2025-03-09,0.49,0.59,4,0.54,"May Leave"
688066,"Devansh Sethi",26,unknown,India,Maharashtra,Postgraduate,Unemployed,,8.9,"Deep Learning Essentials","AI & Data Science",2300,0.45,0,2021-08-25,2025-01-09,0.36,0.83,2,0.42,"May Leave"
688613,"Madison Marshall",32,Male,Singapore,Singapore,Undergraduate,Freelancer,IT,0,"Business Analytics with Excel",Business,1550,0.03,0,2020-12-28,2025-01-28,0.21,0.51,3,0.69,"May Leave"
688816,"Ekapad Master",32,Male,India,Karnataka,unknown,Freelancer,Marketing,7.6,"Strategic Thinking",Business,1450,2.21,0,2022-05-31,2025-04-21,0.66,0.53,5,0.49,"May Leave"
690203,"Anjali Nayak",32,Female,India,Maharashtra,unknown,unknown,,0,"MLOps Mastery","AI & Data Science",2550,0.37,47,2021-03-25,2025-04-08,0.39,0.69,3,0.5,"May Leave"
692989,"Emily Johnson",32,Other,UK,"Northern Ireland",Undergraduate,Employed,Education,0,"Deep Learning Essentials","AI & Data Science",2450,0.84,0,2025-04-25,2025-01-19,0.22,0.51,0,0.36,"Not Likely"
694859,"Yatin Prasad",27,Other,India,"West Bengal",Graduate,unknown,IT,5.1,"Computer Vision Crash Course","AI & Data Science",2250,0.81,59,2022-07-03,2025-02-08,0.63,0.61,2,0.32,"Not Likely"
694875,"Dhruv Nayak",32,unknown,India,"West Bengal",Postgraduate,unknown,IT,0,"Equity Research Essentials",Finance,1950,0.23,0,2024-07-15,2025-02-18,0.26,0.45,2,0.62,"May Leave"
697437,"Gunbir Sangha",27,Male,India,"Tamil Nadu",unknown,Unemployed,Education,0,"Machine Learning Pro","AI & Data Science",2200,2.21,69,2022-12-27,2025-01-11,0.8,0.6,3,0.61,"May Leave"
700000,"Crystal Chang",38,Female,USA,Illinois,unknown,unknown,,2.9,"Growth Hacking",Marketing,1550,0.46,0,2022-01-29,2025-01-01,0.44,0.66,2,0.47,"May Leave"
700677,"Reyansh Bassi",32,unknown,India,"West Bengal",Undergraduate,Unemployed,Finance,0,"Financial Modeling",Finance,2050,0.8,0,2023-11-29,2025-02-25,0.29,0.68,2,0.33,"Not Likely"
703211,"Yasti Pandey",32,Other,India,Karnataka,Graduate,Freelancer,Others,0,"Data Science Bootcamp","AI & Data Science",2500,0.87,28,2021-06-17,2025-03-29,0.83,0.73,2,0.35,"Not Likely"
706332,"Saumya Babu",19,Male,India,"Tamil Nadu",Undergraduate,Freelancer,Education,0,"Leadership Development",HR,1500,0.26,0,2022-02-15,2025-04-03,0.42,0.89,1,0.48,"May Leave"
706370,"Udarsh Bhattacharyya",32,unknown,India,"Tamil Nadu",unknown,unknown,Marketing,0,"HR Analytics",HR,1450,0.99,0,2021-01-08,2025-03-22,0.88,0.68,5,0.25,"Not Likely"
710000,"Bhavya Krish",32,Male,India,"West Bengal",Diploma,Student,IT,0,"Investment Banking 101",Finance,2150,0.2,83,2024-05-08,2025-03-10,0.36,0.91,1,0.4,"Not Likely"
710183,"Arin Raman",32,Other,India,"Tamil Nadu",Diploma,Student,Marketing,0,"Growth Hacking",Marketing,1650,0.73,93,2022-10-23,2025-04-20,0.08,0.62,2,0.24,"Not Likely"
710386,"Yashica Kumar",32,Female,India,Maharashtra,Graduate,Employed,Education,0,"Marketing Analytics",Marketing,1750,0.72,29,2020-07-24,2025-04-25,0.69,0.77,0,0.39,"Not Likely"
710760,"Malcolm Jones-French",32,unknown,UK,Wales,Postgraduate,unknown,Others,5.5,"Leadership Development",HR,1450,0.73,79,2020-01-12,2025-04-28,0.93,0.68,4,0.27,"Not Likely"
711461,"Falak Dara",23,Male,India,"West Bengal",Diploma,Freelancer,Education,0,"Business Analytics with Excel",Business,1500,2.21,16,2024-03-23,0000-00-00,0.6,0.84,2,0.5,"May Leave"
714371,"Hamsini Bora",32,Other,India,Delhi,Diploma,Employed,Finance,0,"Logistics & Supply Chain",Operations,1600,0.07,66,2021-10-27,2025-01-27,0.96,0.94,1,0.49,"May Leave"
715463,"Denny Flantz-Schwital",29,Other,Germany,Hesse,Postgraduate,Unemployed,Education,0,"HR Analytics",HR,1450,2.21,0,2021-12-05,2025-04-30,0.1,0.4,5,0.53,"May Leave"
715474,"Anamika Badal",30,Other,India,"West Bengal",Undergraduate,Freelancer,Finance,2.4,"Quantitative Finance with Python",Finance,2200,0.96,0,2025-02-03,2025-02-24,0.38,0.75,2,0.24,"Not Likely"
715887,"Raksha Narula",39,Female,India,Karnataka,Graduate,Employed,Marketing,0,"Personal Finance Mastery",Finance,1800,0.34,0,2024-10-22,2025-04-07,0.11,0.61,0,0.53,"May Leave"
715944,"Katja Gute-Girschner",45,unknown,Germany,Berlin,Graduate,Student,IT,0,"Digital Marketing Bootcamp",Marketing,1700,0.17,0,2023-07-30,2025-03-07,0.53,0.43,4,0.65,"May Leave"
716107,"Lene Stroh B.A.",32,unknown,Germany,Bavaria,Diploma,Freelancer,Marketing,4.7,"Personal Finance Mastery",Finance,1700,0.97,0,2023-09-10,2025-01-07,0.74,0.94,4,0.18,"Not Likely"
718296,"Lynda Kennedy",32,unknown,UK,"Northern Ireland",Diploma,Freelancer,Marketing,0,"Talent Acquisition & Hiring",HR,1250,0.46,9,2020-05-18,2025-02-23,0.61,0.45,5,0.65,"May Leave"
720008,"Nitara Manne",22,Female,India,"Tamil Nadu",Diploma,Employed,,0,"Investment Banking 101",Finance,2150,0.69,37,2021-07-06,2025-04-08,0.32,0.53,5,0.45,"May Leave"
722306,"Ryan Wilson",43,unknown,USA,California,Graduate,Employed,Marketing,0,"Personal Finance Mastery",Finance,1700,0.96,47,2023-01-14,2025-01-30,0.9,0.86,2,0.22,"Not Likely"
722570,"Ishanvi Basak",39,Other,India,Delhi,Diploma,Employed,Education,0,"Equity Research Essentials",Finance,2000,0.8,89,2022-02-06,2025-04-22,0.97,0.71,3,0.2,"Not Likely"
723020,"Katherine Finley",27,Female,USA,"New York",Undergraduate,Employed,Marketing,0,"Prompt Engineering for LLMs","AI & Data Science",2800,0.27,0,2021-09-30,2025-03-29,0.92,0.7,3,0.53,"May Leave"
723728,"Adweta Das",32,Male,India,Delhi,unknown,Freelancer,Others,1.6,"Financial Modeling",Finance,2000,0.72,77,2020-02-06,0000-00-00,0.33,0.48,1,0.34,"Not Likely"
726865,"Gagan Lata",32,Male,India,Maharashtra,Undergraduate,Unemployed,Finance,0,"Social Media Marketing",Marketing,1600,0.59,0,2025-04-02,2025-04-30,0.06,0.73,5,0.4,"Not Likely"
727832,"Alicia Williams",32,Male,Australia,Victoria,Graduate,Employed,,0,"Equity Research Essentials",Finance,1950,0.27,0,2020-09-11,2025-04-06,0.6,0.52,3,0.59,"May Leave"
729726,"Kabir Brar",32,Other,India,Maharashtra,Undergraduate,Employed,,0,"Logistics & Supply Chain",Operations,1550,0.74,13,2022-02-03,2025-01-21,0.17,0.56,3,0.5,"May Leave"
730261,"Dayamai Pant",32,Other,India,Karnataka,Graduate,Employed,Education,0,"SEO & Content Strategy",Marketing,1500,0.85,97,2021-04-06,2025-03-16,0.36,0.94,1,0.09,"Not Likely"
730794,"Vasudha Kunda",26,Female,India,"West Bengal",unknown,Freelancer,Marketing,0,"HR Analytics",HR,1400,0.72,85,2022-12-30,2025-01-14,0.46,0.47,3,0.32,"Not Likely"
731861,"Scott King",32,Other,USA,Illinois,Undergraduate,Employed,IT,0,"Marketing Analytics",Marketing,1650,0.63,0,2022-08-15,0000-00-00,0.48,0.83,2,0.35,"Not Likely"
732829,"Daniel Brooks",41,Other,USA,"New York",unknown,Unemployed,Others,9.2,"SEO & Content Strategy",Marketing,1500,0.11,0,2022-12-18,2025-03-25,0.08,0.44,4,0.67,"May Leave"
735994,"Nicole Richardson",32,unknown,USA,California,unknown,Unemployed,Marketing,9.2,"Project Management Pro",Operations,1700,0.37,0,2025-01-31,0000-00-00,0.16,0.9,4,0.43,"May Leave"
737089,"Fariq Parikh",45,Female,India,Karnataka,Graduate,Freelancer,,0,"AI Product Management","AI & Data Science",2650,0.23,98,2020-07-29,2025-01-01,0.72,0.97,5,0.32,"Not Likely"
739502,"Francisco Staude",32,unknown,Germany,Berlin,Graduate,unknown,IT,0,"AI for Business","AI & Data Science",2100,0.8,64,2021-03-14,2025-03-25,0.85,0.46,0,0.35,"Not Likely"
739958,"Ekbal Kulkarni",32,Other,India,Karnataka,Diploma,Employed,Others,0,"LLMs and Generative AI","AI & Data Science",2750,0.65,0,2022-08-06,2025-04-24,0.65,0.82,0,0.34,"Not Likely"
744389,"Terence Martin-Wright",24,Male,UK,England,Postgraduate,unknown,IT,0,"Organizational Behavior",HR,1250,2.21,0,2025-04-27,2025-03-09,0.95,0.95,0,0.36,"Not Likely"
745992,"Wyatt Kale",25,Female,India,Maharashtra,Graduate,Unemployed,Finance,0,"Equity Research Essentials",Finance,1950,0.67,0,2022-11-14,2025-04-06,0.3,0.76,1,0.35,"Not Likely"
746134,"Caleb Kapur",41,Female,India,"West Bengal",Graduate,Freelancer,Finance,0,"Logistics & Supply Chain",Operations,1450,0.99,83,2020-08-10,2025-04-22,0.3,1,1,0.05,"Not Likely"
746971,"Ronnie Rice",43,Female,Australia,Queensland,Undergraduate,Employed,Finance,7,"Lean Six Sigma",Operations,1500,0.19,86,2024-01-16,2025-02-02,0.08,0.52,2,0.51,"May Leave"
747985,"James Fisher",32,unknown,Canada,Quebec,Diploma,unknown,Education,0,"Machine Learning Pro","AI & Data Science",2300,0.47,74,2024-08-20,2025-04-01,0.26,0.85,1,0.33,"Not Likely"
748485,"Carol Reed",29,Male,Australia,Queensland,Graduate,Freelancer,,0,"Growth Hacking",Marketing,1700,0.85,0,2020-09-01,2025-04-28,0.06,0.71,3,0.3,"Not Likely"
748616,"Jonathan Sodhi",32,Female,India,"West Bengal",Graduate,Unemployed,Education,0,"AI Product Management","AI & Data Science",2650,0.72,92,2023-08-11,0000-00-00,0.36,0.77,1,0.2,"Not Likely"
750041,"Dr. Raphael Weitzel B.Eng.",32,Other,Germany,Bavaria,unknown,unknown,IT,0,"Digital Marketing Bootcamp",Marketing,1800,0.45,0,2021-08-03,2025-03-19,0.12,0.58,5,0.5,"May Leave"
750242,"Adya Rau",32,Female,India,Karnataka,Postgraduate,Freelancer,IT,0,"Computer Vision Crash Course","AI & Data Science",2300,0.09,39,2020-07-04,0000-00-00,0.75,0.53,2,0.69,"May Leave"
750905,,32,Other,Germany,Bavaria,Undergraduate,Employed,,1,"Computer Vision Crash Course","AI & Data Science",2250,0.74,98,2020-12-05,2025-01-27,0.95,0.75,3,0.19,"Not Likely"
751905,"Rico Stolze",32,unknown,Germany,Berlin,Postgraduate,unknown,IT,0,"Business Communication",Business,1350,0.96,0,2021-06-07,2025-02-02,0.59,0.74,2,0.24,"Not Likely"
754103,"Mr. Matthew Hill",32,Female,Australia,Victoria,unknown,Unemployed,Others,0,"Quantitative Finance with Python",Finance,2100,0.88,21,2023-01-12,2025-02-13,0.76,0.51,5,0.43,"May Leave"
754286,"Kai Zachariah",32,Male,India,Maharashtra,Diploma,Student,IT,8.1,"Growth Hacking",Marketing,1650,0.76,0,2024-08-09,2025-02-24,0.05,0.81,1,0.3,"Not Likely"
754405,"Indali Keer",33,Other,India,"West Bengal",unknown,Student,Education,0,"Organizational Behavior",HR,1250,0.41,0,2022-09-15,2025-04-22,0.06,0.61,4,0.5,"May Leave"
759309,"Keya Khalsa",43,Male,India,Maharashtra,unknown,Freelancer,Others,0,"MLOps Mastery","AI & Data Science",2550,0.96,66,2024-10-25,2025-01-14,0.6,0.99,4,0.12,"Not Likely"
